GUID,model,sku,isbn,image,price,my_purchase_price,default_price,weight,length,width,height,name,description,meta_title,meta_description,category_name
377,S015,S015,6912802050128,catalog/goods-images/S015.jpg,0.0000,0.0000,99.0000,0.14000000,18.50000000,0.60000000,23.00000000,"Подставка для ручек Яхтсмен","Сборная деревянная модель ""Подставка для ручек ""Яхтсмен"", артикул: S015. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).  ",0,,,
378,S016,S016,6912802050135,catalog/goods-images/S016.jpg,0.0000,0.0000,99.0000,0.14000000,18.50000000,0.60000000,23.00000000,"Подставка для ручек Гребец","Сборная деревянная модель ""Подставка для ручек ""Гребец"", артикул: S016. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).",0,,,
379,S017,S017,6912802050142,catalog/goods-images/S017.jpg,0.0000,0.0000,99.0000,0.14000000,18.50000000,0.60000000,23.00000000,"Подставка для ручек Танцор","Сборная деревянная модель ""Подставка для ручек ""Танцор"", артикул: S017. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).",0,,,
380,S018,S018,6912802050159,catalog/goods-images/S018.jpg,0.0000,0.0000,99.0000,0.14000000,18.50000000,0.60000000,23.00000000,"Подставка для ручек Борцы","Сборная деревянная модель ""Подставка для ручек ""Борцы"", артикул: S018. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).  ",0,,,
381,S001,S001,6912802050012,catalog/goods-images/S001.jpg,0.0000,0.0000,99.0000,0.14000000,18.50000000,0.60000000,23.00000000,"Подставка для ручек Шпажисты","Сборная деревянная модель ""Подставка для ручек ""Шпажисты"", артикул: S001. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).",0,,,
382,S019,S019,6912802050166,catalog/goods-images/S019.jpg,0.0000,0.0000,99.0000,0.14000000,18.50000000,0.60000000,23.00000000,"Подставка для ручек Серфингист","Сборная деревянная модель ""Подставка для ручек ""Серфингист"", артикул: S019. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).  ",0,,,
383,S002,S002,6912802050029,catalog/goods-images/S002.jpg,0.0000,0.0000,99.0000,0.14000000,18.50000000,0.60000000,23.00000000,"Подставка для ручек Боксеры","Сборная деревянная модель ""Подставка для ручек ""Боксеры"", артикул: S002. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).",0,,,
384,S020,S020,6912802050173,catalog/goods-images/S020.png,0.0000,0.0000,99.0000,0.14000000,18.50000000,0.60000000,23.00000000,"Подставка для ручек Бегун","Сборная деревянная модель ""Подставка для ручек ""Бегун"", артикул: S020. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).  ",0,,,
385,S003,S003,6912802050036,catalog/goods-images/S003.jpg,0.0000,0.0000,99.0000,0.14000000,18.50000000,0.60000000,23.00000000,"Подставка для ручек Ныряльщик","Сборная деревянная модель ""Подставка для ручек ""Ныряльщик"", артикул: S003. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).",0,,,
386,S024,S024,6912802050210,catalog/goods-images/S024.jpg,0.0000,0.0000,99.0000,0.14000000,18.50000000,0.60000000,23.00000000,"Подставка для ручек Настольный теннис","Сборная деревянная модель ""Подставка для ручек ""Настольный теннис"", артикул: S024. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).  ",0,,,
387,S004,S004,6912802050043,catalog/goods-images/S004.jpg,0.0000,0.0000,99.0000,0.14000000,18.50000000,0.60000000,23.00000000,"Подставка для ручек Баскетболист","Сборная деревянная модель ""Подставка для ручек ""Баскетболист"", артикул: S004. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).",0,,,
388,TC06,TC06,6912802143547,catalog/goods-images/TC06.jpg,0.0000,0.0000,148.5000,0.21000000,18.50000000,0.90000000,23.00000000,"Календарь Дракон","Сборная деревянная модель ""Календарь ""Дракон"", артикул: TC06. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).  ",0,,,
389,S005,S005,6912802050050,catalog/goods-images/S005.jpg,0.0000,0.0000,99.0000,0.14000000,18.50000000,0.60000000,23.00000000,"Подставка для ручек Велосипедист;","Сборная деревянная модель ""Подставка для ручек ""Велосипедист"", артикул: S005. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).",0,,,
390,TC09,TC09,6912802060059,catalog/goods-images/TC09.jpg,0.0000,0.0000,198.0000,0.28000000,37.00000000,0.60000000,23.00000000,"Подставка для ручек Дракон","Сборная деревянная модель ""Подставка для ручек ""Дракон"", артикул: TC09. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).",0,,,
391,S006,S006,6912802050067,catalog/goods-images/S006.jpg,0.0000,0.0000,99.0000,0.14000000,18.50000000,0.60000000,23.00000000,"Подставка для ручек Лыжник","Сборная деревянная модель ""Подставка для ручек ""Лыжник"", артикул: S006. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).",0,,,
392,TCC06,TCC06,6912802142366,catalog/goods-images/TCC06.jpg,0.0000,0.0000,193.0500,0.21000000,18.50000000,0.90000000,23.00000000,"Календарь Дракон (цветной)","Сборная деревянная цветная модель ""Календарь ""Дракон"" (цветной)"", артикул: TCC06. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).  ",0,,,
393,S007,S007,6912802050074,catalog/goods-images/S007.jpg,0.0000,0.0000,99.0000,0.14000000,18.50000000,0.60000000,23.00000000,"Подставка для ручек Теннисист","Сборная деревянная модель ""Подставка для ручек ""Теннисист"", артикул: S007. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).",0,,,
394,S008,S008,6912802050081,catalog/goods-images/S008.jpg,0.0000,0.0000,99.0000,0.14000000,18.50000000,0.60000000,23.00000000,"Подставка для ручек Игрок в гольф;","Сборная деревянная модель ""Подставка для ручек ""Игрок в гольф"", артикул: S008. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).",0,,,
395,S010,S010,6912802050098,catalog/goods-images/S010.jpg,0.0000,0.0000,99.0000,0.14000000,18.50000000,0.60000000,23.00000000,"Подставка для ручек Наездник","Сборная деревянная модель ""Подставка для ручек ""Наездник"", артикул: S010. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).",0,,,
396,S011,S011,6912802142090,catalog/goods-images/S011.jpg,0.0000,0.0000,99.0000,0.14000000,18.50000000,0.60000000,23.00000000,"Подставка для ручек Футболист","Сборная деревянная модель ""Подставка для ручек ""Футболист"", артикул: S011. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).  ",0,,,
397,MC030,MC030,6912802141949,catalog/goods-images/MC030.jpg,0.0000,0.0000,128.7000,0.14000000,18.50000000,0.60000000,23.00000000,"Пингвин (цветной)","Сборная деревянная цветная модель ""Пингвин (цветной)"", артикул: MC030. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).  ",0,,,
398,MC033,MC033,6912802141819,catalog/goods-images/MC033.jpg,0.0000,0.0000,386.1000,0.42000000,37.00000000,0.90000000,23.00000000,"Феникс (цветной)","Сборная деревянная цветная модель ""Феникс (цветной)"", артикул: MC033. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).  ",0,,,
399,M014,M014,6912802030113,catalog/goods-images/M014.jpg,222.0000,111.0000,148.5000,0.21000000,18.50000000,0.90000000,23.00000000,Животные,,"павлин, животные павлин, животные, m014",,"Животные - ",Животные
400,M014A,M014A,6912802144568,catalog/goods-images/M014A.jpg,0.0000,0.0000,123.7500,0.14000000,18.50000000,0.60000000,23.00000000,"Павлин (малый)","Сборная деревянная модель ""Павлин (малый)"", артикул: M014A. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).  ",0,,,
401,M030,M030,6912802030038,catalog/goods-images/M030.jpg,0.0000,0.0000,99.0000,0.14000000,18.50000000,0.60000000,23.00000000,Пингвин,"Сборная деревянная модель ""Пингвин"", артикул: M030. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).",0,,,
402,M033,M033,6912802030311,catalog/goods-images/M033.jpg,310.0000,155.0000,297.0000,0.42000000,37.00000000,0.90000000,23.00000000,"Мифические существа",,"феникс, мифические, существа феникс, мифические, m033",,"Мифические существа - ","Мифические существа"
403,M034,M034,6912802030052,catalog/goods-images/M034.jpg,150.0000,75.0000,99.0000,0.14000000,18.50000000,0.60000000,23.00000000,Животные,,"лебедь, животные лебедь, животные, m034",,"Животные - ",Животные
404,MC014,MC014,6912802142014,catalog/goods-images/MC014.jpg,0.0000,0.0000,193.0500,0.21000000,18.50000000,0.90000000,23.00000000,"Павлин (цветной)","Сборная деревянная цветная модель ""Павлин (цветной)"", артикул: MC014. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).",0,,,
405,E038,E038,6937890500348,catalog/goods-images/E038.jpg,0.0000,0.0000,198.0000,0.28000000,18.50000000,1.20000000,23.00000000,Сова,"Сборная деревянная модель ""Сова"", артикул: E038. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).",0,,,
406,E039,E039,6912802141123,catalog/goods-images/E039.jpg,0.0000,0.0000,198.0000,0.28000000,37.00000000,0.60000000,23.00000000,Попугай,"Сборная деревянная модель ""Попугай"", артикул: E039. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).",0,,,
407,EC008,EC008,6912802142021,catalog/goods-images/EC008.jpg,0.0000,0.0000,193.0500,0.21000000,18.50000000,0.90000000,23.00000000,"Орел (цветной)","Сборная деревянная цветная модель ""Орел (цветной)"", артикул: EC008. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).",0,,,
408,80403,80403,6912802143486,catalog/goods-images/80403.jpg,0.0000,0.0000,272.2500,0.35000000,37.00000000,0.90000000,23.00000000,"Дикий гусь","Сборная деревянная модель ""Дикий гусь"", артикул: 80403. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).  ",0,,,
409,80406,80406,,catalog/goods-images/80406.png,0.0000,0.0000,,0.42000000,37.00000000,0.90000000,23.00000000,Журавль,"Сборная деревянная модель ""Журавль"", артикул: 80406. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).  ",0,,,
410,E008,E008,6937890500072,catalog/goods-images/E008.jpg,222.6000,111.3000,148.5000,0.21000000,18.50000000,0.90000000,23.00000000,Животные,,0,,"Животные - ",Животные
411,E024,E024,6912802010108,catalog/goods-images/E024.jpg,0.0000,0.0000,99.0000,0.14000000,18.50000000,0.60000000,23.00000000,Крачка,"Сборная деревянная модель ""Крачка"", артикул: E024. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).  ",0,,,
412,E025,E025,6912802010115,catalog/goods-images/E025.jpg,0.0000,0.0000,99.0000,0.14000000,18.50000000,0.60000000,23.00000000,Зимородок,"Сборная деревянная модель ""Зимородок"", артикул: E025. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).  ",0,,,
413,E026,E026,6912802010122,catalog/goods-images/E026.jpg,0.0000,0.0000,99.0000,0.14000000,18.50000000,0.60000000,23.00000000,Археоптерикс,"Сборная деревянная модель ""Археоптерикс"", артикул: E026. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).  ",0,,,
414,E034,E034,6912802010139,catalog/goods-images/E034.jpg,0.0000,0.0000,99.0000,0.14000000,18.50000000,0.60000000,23.00000000,Дятел,"Сборная деревянная модель ""Дятел"", артикул: E034. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).  ",0,,,
415,E035,E035,6912802010146,catalog/goods-images/E035.jpg,0.0000,0.0000,99.0000,0.14000000,18.50000000,0.60000000,23.00000000,Кроншнеп,"Сборная деревянная модель ""Кроншнеп"", артикул: E035. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).  ",0,,,
416,E036,E036,6912802010153,catalog/goods-images/E036.jpg,0.0000,0.0000,99.0000,0.14000000,18.50000000,0.60000000,23.00000000,Змеешейка,"Сборная деревянная модель ""Змеешейка"", артикул: E036. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).  ",0,,,
417,E037,E037,6912802010160,catalog/goods-images/E037.jpg,0.0000,0.0000,99.0000,0.14000000,18.50000000,0.60000000,23.00000000,Сокол,"Сборная деревянная модель ""Сокол"", артикул: E037. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).  ",0,,,
418,80020,80020,6937896517278,catalog/goods-images/80020.jpg,0.0000,0.0000,123.7500,0.12000000,30.00000000,0.30000000,30.00000000,"Дерево желаний","Во все времена люди искали способы быстрого точного исполнения желаний. В сказках, легендах, мифах всегда есть место чудесам, которые происходят благодаря волшебной вещи. Дерево Желаний - одна из таких вещей.

Сборная деревянная модель ""Дерево желаний"", артикул: 80020. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).  ",0,,,
419,PM001,PM001,6912802141147,catalog/goods-images/PM001.jpg,0.0000,0.0000,198.0000,0.28000000,37.00000000,0.60000000,23.00000000,"Гитара и пианино","Сборная деревянная модель ""Гитара и пианино"", артикул: PM001. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).  ",0,,,
420,PMC001,PMC001,6912802143929,catalog/goods-images/PMC001.jpg,0.0000,0.0000,257.4000,0.28000000,37.00000000,0.60000000,23.00000000,"Гитара и пианино (цветная)","Сборная деревянная цветная модель ""Гитара и пианино (цветная)"", артикул: PMC001. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).  ",0,,,
421,80014,80014,6937890517025,catalog/goods-images/80014.jpg,0.0000,0.0000,866.2500,0.46000000,30.00000000,1.80000000,20.40000000,Алфавит,"Сборная деревянная модель ""Алфавит"", артикул: 80014. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).  ",0,,,
422,P076,P076,6912802040327,catalog/goods-images/P076.png,0.0000,0.0000,148.5000,0.21000000,18.50000000,0.90000000,23.00000000,Скелет,"Сборная деревянная модель ""Скелет"", артикул: P076. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой). ",0,,,
423,P101,P101,6912802143554,catalog/goods-images/P101.jpg,0.0000,0.0000,160.8800,0.21000000,18.50000000,0.90000000,23.00000000,"Три мудреца (три китайца)","Сборная деревянная модель ""Три мудреца (три китайца)"", артикул: P101. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).",0,,,
424,P061,P061,6912802040174,catalog/goods-images/P061.jpg,0.0000,0.0000,99.0000,0.14000000,18.50000000,0.60000000,23.00000000,Рыцари,"Сборная деревянная модель ""Рыцари"", артикул: P061. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой). ",0,,,
